"gutenberg_id","text"
1400,"a dim perception that there was something unwonted in the conduct of the"
1400,"sunshine, and found that I had slumberously got to the turnpike without"
1400,"having taken any account of the road."
1400,""
1400,"There, I was roused by Mr. Pumblechook's hailing me. He was a long way"
1400,"down the sunny street, and was making expressive gestures for me to"
1400,"stop. I stopped, and he came up breathless."
1400,""
1400,"""No, my dear friend,"" said he, when he had recovered wind for speech."
1400,"""Not if I can help it. This occasion shall not entirely pass without"
1400,"that affability on your part.--May I, as an old friend and well-wisher?"
1400,"May I?"""
1400,""
1400,"We shook hands for the hundredth time at least, and he ordered a young"
1400,"carter out of my way with the greatest indignation. Then, he blessed"
1400,"me and stood waving his hand to me until I had passed the crook in the"
1400,"road; and then I turned into a field and had a long nap under a hedge"
1400,"before I pursued my way home."
1400,""
1400,"I had scant luggage to take with me to London, for little of the little"
1400,"I possessed was adapted to my new station. But I began packing that same"
1400,"afternoon, and wildly packed up things that I knew I should want next"
1400,"morning, in a fiction that there was not a moment to be lost."
1400,""
1400,"So, Tuesday, Wednesday, and Thursday, passed; and on Friday morning I"
1400,"went to Mr. Pumblechook's, to put on my new clothes and pay my visit to"
1400,"Miss Havisham. Mr. Pumblechook's own room was given up to me to dress"
1400,"in, and was decorated with clean towels expressly for the event. My"
1400,"clothes were rather a disappointment, of course. Probably every new"
1400,"and eagerly expected garment ever put on since clothes came in, fell"
1400,"a trifle short of the wearer's expectation. But after I had had my"
1400,"new suit on some half an hour, and had gone through an immensity of"
1400,"posturing with Mr. Pumblechook's very limited dressing-glass, in the"
1400,"futile endeavor to see my legs, it seemed to fit me better. It being"
1400,"market morning at a neighboring town some ten miles off, Mr. Pumblechook"
1400,"was not at home. I had not told him exactly when I meant to leave, and"
1400,"was not likely to shake hands with him again before departing. This was"
1400,"all as it should be, and I went out in my new array, fearfully ashamed"
1400,"of having to pass the shopman, and suspicious after all that I was at a"
1400,"personal disadvantage, something like Joe's in his Sunday suit."
1400,""
1400,"I went circuitously to Miss Havisham's by all the back ways, and rang"
1400,"at the bell constrainedly, on account of the stiff long fingers of my"
1400,"gloves. Sarah Pocket came to the gate, and positively reeled back when"
1400,"she saw me so changed; her walnut-shell countenance likewise turned from"
1400,"brown to green and yellow."
1400,""
1400,"""You?"" said she. ""You? Good gracious! What do you want?"""
1400,""
1400,"""I am going to London, Miss Pocket,"" said I, ""and want to say good-bye to"
1400,"Miss Havisham."""
1400,""
1400,"I was not expected, for she left me locked in the yard, while she went"
1400,"to ask if I were to be admitted. After a very short delay, she returned"
1400,"and took me up, staring at me all the way."
1400,""
1400,"Miss Havisham was taking exercise in the room with the long spread"
1400,"table, leaning on her crutch stick. The room was lighted as of yore, and"
1400,"at the sound of our entrance, she stopped and turned. She was then just"
1400,"abreast of the rotted bride-cake."
1400,""
1400,"""Don't go, Sarah,"" she said. ""Well, Pip?"""
1400,""
1400,"""I start for London, Miss Havisham, to-morrow,"" I was exceedingly"
1400,"careful what I said, ""and I thought you would kindly not mind my taking"
1400,"leave of you."""
1400,""
1400,"""This is a gay figure, Pip,"" said she, making her crutch stick play"
1400,"round me, as if she, the fairy godmother who had changed me, were"
1400,"bestowing the finishing gift."
1400,""
1400,"""I have come into such good fortune since I saw you last, Miss"
1400,"Havisham,"" I murmured. ""And I am so grateful for it, Miss Havisham!"""
1400,""
1400,"""Ay, ay!"" said she, looking at the discomfited and envious Sarah, with"
1400,"delight. ""I have seen Mr. Jaggers. I have heard about it, Pip. So you go"
1400,"to-morrow?"""
1400,""
1400,"""Yes, Miss Havisham."""
1400,""
1400,"""And you are adopted by a rich person?"""
1400,""
1400,"""Yes, Miss Havisham."""
1400,""
1400,"""Not named?"""
1400,""
1400,"""No, Miss Havisham."""
1400,""
1400,"""And Mr. Jaggers is made your guardian?"""
1400,""
1400,"""Yes, Miss Havisham."""
1400,""
1400,"She quite gloated on these questions and answers, so keen was her"
1400,"enjoyment of Sarah Pocket's jealous dismay. ""Well!"" she went on; ""you"
1400,"have a promising career before you. Be good--deserve it--and abide by"
1400,"Mr. Jaggers's instructions."" She looked at me, and looked at Sarah, and"
1400,"Sarah's countenance wrung out of her watchful face a cruel smile. ""Good-bye,"
1400,"Pip!--you will always keep the name of Pip, you know."""
1400,""
1400,"""Yes, Miss Havisham."""
1400,""
1400,"""Good-bye, Pip!"""
1400,""
1400,"She stretched out her hand, and I went down on my knee and put it to"
1400,"my lips. I had not considered how I should take leave of her; it came"
1400,"naturally to me at the moment to do this. She looked at Sarah Pocket"
1400,"with triumph in her weird eyes, and so I left my fairy godmother, with"
1400,"both her hands on her crutch stick, standing in the midst of the dimly"
1400,"lighted room beside the rotten bride-cake that was hidden in cobwebs."
1400,""
1400,"Sarah Pocket conducted me down, as if I were a ghost who must be seen"
1400,"out. She could not get over my appearance, and was in the last degree"
1400,"confounded. I said ""Good-bye, Miss Pocket;"" but she merely stared, and"
1400,"did not seem collected enough to know that I had spoken. Clear of the"
1400,"house, I made the best of my way back to Pumblechook's, took off my new"
1400,"clothes, made them into a bundle, and went back home in my older dress,"
1400,"carrying it--to speak the truth--much more at my ease too, though I had"
1400,"the bundle to carry."
1400,""
1400,"And now, those six days which were to have run out so slowly, had"
1400,"run out fast and were gone, and to-morrow looked me in the face more"
1400,"steadily than I could look at it. As the six evenings had dwindled"
1400,"away, to five, to four, to three, to two, I had become more and more"
1400,"appreciative of the society of Joe and Biddy. On this last evening, I"
1400,"dressed my self out in my new clothes for their delight, and sat in my"
1400,"splendor until bedtime. We had a hot supper on the occasion, graced by"
1400,"the inevitable roast fowl, and we had some flip to finish with. We were"
1400,"all very low, and none the higher for pretending to be in spirits."
1400,""
1400,"I was to leave our village at five in the morning, carrying my little"
1400,"hand-portmanteau, and I had told Joe that I wished to walk away all"
1400,"alone. I am afraid--sore afraid--that this purpose originated in my"
1400,"sense of the contrast there would be between me and Joe, if we went to"
1400,"the coach together. I had pretended with myself that there was nothing"
1400,"of this taint in the arrangement; but when I went up to my little room"
1400,"on this last night, I felt compelled to admit that it might be so, and"
1400,"had an impulse upon me to go down again and entreat Joe to walk with me"
1400,"in the morning. I did not."
1400,""
1400,"All night there were coaches in my broken sleep, going to wrong places"
1400,"instead of to London, and having in the traces, now dogs, now cats, now"
1400,"pigs, now men,--never horses. Fantastic failures of journeys occupied"
1400,"me until the day dawned and the birds were singing. Then, I got up and"
1400,"partly dressed, and sat at the window to take a last look out, and in"
1400,"taking it fell asleep."
1400,""
1400,"Biddy was astir so early to get my breakfast, that, although I did not"
1400,"sleep at the window an hour, I smelt the smoke of the kitchen fire when"
1400,"I started up with a terrible idea that it must be late in the afternoon."
1400,"But long after that, and long after I had heard the clinking of the"
1400,"teacups and was quite ready, I wanted the resolution to go downstairs."
1400,"After all, I remained up there, repeatedly unlocking and unstrapping"
1400,"my small portmanteau and locking and strapping it up again, until Biddy"
1400,"called to me that I was late."
1400,""
1400,"It was a hurried breakfast with no taste in it. I got up from the meal,"
1400,"saying with a sort of briskness, as if it had only just occurred to me,"
1400,"""Well! I suppose I must be off!"" and then I kissed my sister who was"
1400,"laughing and nodding and shaking in her usual chair, and kissed"
1400,"Biddy, and threw my arms around Joe's neck. Then I took up my little"
1400,"portmanteau and walked out. The last I saw of them was, when I presently"
1400,"heard a scuffle behind me, and looking back, saw Joe throwing an old"
1400,"shoe after me and Biddy throwing another old shoe. I stopped then, to"
1400,"wave my hat, and dear old Joe waved his strong right arm above his head,"
1400,"crying huskily ""Hooroar!"" and Biddy put her apron to her face."
1400,""
1400,"I walked away at a good pace, thinking it was easier to go than I had"
1400,"supposed it would be, and reflecting that it would never have done to"
1400,"have had an old shoe thrown after the coach, in sight of all the High"
1400,"Street. I whistled and made nothing of going. But the village was very"
1400,"peaceful and quiet, and the light mists were solemnly rising, as if to"
1400,"show me the world, and I had been so innocent and little there, and all"
1400,"beyond was so unknown and great, that in a moment with a strong heave"
1400,"and sob I broke into tears. It was by the finger-post at the end of the"
1400,"village, and I laid my hand upon it, and said, ""Good-bye, O my dear, dear"
1400,"friend!"""
1400,""
1400,"Heaven knows we need never be ashamed of our tears, for they are rain"
1400,"upon the blinding dust of earth, overlying our hard hearts. I was"
1400,"better after I had cried than before,--more sorry, more aware of my own"
1400,"ingratitude, more gentle. If I had cried before, I should have had Joe"
1400,"with me then."
1400,""
1400,"So subdued I was by those tears, and by their breaking out again in the"
1400,"course of the quiet walk, that when I was on the coach, and it was clear"
1400,"of the town, I deliberated with an aching heart whether I would not get"
1400,"down when we changed horses and walk back, and have another evening at"
1400,"home, and a better parting. We changed, and I had not made up my mind,"
1400,"and still reflected for my comfort that it would be quite practicable to"
1400,"get down and walk back, when we changed again. And while I was occupied"
1400,"with these deliberations, I would fancy an exact resemblance to Joe"
1400,"in some man coming along the road towards us, and my heart would beat"
1400,"high.--As if he could possibly be there!"
1400,""
1400,"We changed again, and yet again, and it was now too late and too far to"
1400,"go back, and I went on. And the mists had all solemnly risen now, and"
1400,"the world lay spread before me."
1400,""
1400,"This is the end of the first stage of Pip's expectations."
1400,""
1400,"Chapter XX"
1400,""
1400,"The journey from our town to the metropolis was a journey of about five"
1400,"hours. It was a little past midday when the four-horse stage-coach by"
1400,"which I was a passenger, got into the ravel of traffic frayed out about"
1400,"the Cross Keys, Wood Street, Cheapside, London."
1400,""
1400,"We Britons had at that time particularly settled that it was treasonable"
1400,"to doubt our having and our being the best of everything: otherwise,"
1400,"while I was scared by the immensity of London, I think I might have had"
1400,"some faint doubts whether it was not rather ugly, crooked, narrow, and"
1400,"dirty."
1400,""
1400,"Mr. Jaggers had duly sent me his address; it was, Little Britain, and he"
1400,"had written after it on his card, ""just out of Smithfield, and close by"
1400,"the coach-office."" Nevertheless, a hackney-coachman, who seemed to have"
1400,"as many capes to his greasy great-coat as he was years old, packed me"
1400,"up in his coach and hemmed me in with a folding and jingling barrier of"
1400,"steps, as if he were going to take me fifty miles. His getting on his"
1400,"box, which I remember to have been decorated with an old weather-stained"
1400,"pea-green hammercloth moth-eaten into rags, was quite a work of time."
1400,"It was a wonderful equipage, with six great coronets outside, and ragged"
1400,"things behind for I don't know how many footmen to hold on by, and"
1400,"a harrow below them, to prevent amateur footmen from yielding to the"
1400,"temptation."
1400,""
1400,"I had scarcely had time to enjoy the coach and to think how like a"
1400,"straw-yard it was, and yet how like a rag-shop, and to wonder why"
1400,"the horses' nose-bags were kept inside, when I observed the coachman"
1400,"beginning to get down, as if we were going to stop presently. And stop"
1400,"we presently did, in a gloomy street, at certain offices with an open"
1400,"door, whereon was painted MR. JAGGERS."
1400,""
1400,"""How much?"" I asked the coachman."
1400,""
1400,"The coachman answered, ""A shilling--unless you wish to make it more."""
1400,""
1400,"I naturally said I had no wish to make it more."
1400,""
1400,"""Then it must be a shilling,"" observed the coachman. ""I don't want to"
1400,"get into trouble. I know him!"" He darkly closed an eye at Mr. Jaggers's"
1400,"name, and shook his head."
1400,""
1400,"When he had got his shilling, and had in course of time completed the"
1400,"ascent to his box, and had got away (which appeared to relieve his"
1400,"mind), I went into the front office with my little portmanteau in my"
1400,"hand and asked, Was Mr. Jaggers at home?"
1400,""
1400,"""He is not,"" returned the clerk. ""He is in Court at present. Am I"
1400,"addressing Mr. Pip?"""
1400,""
1400,"I signified that he was addressing Mr. Pip."
1400,""
1400,"""Mr. Jaggers left word, would you wait in his room. He couldn't say how"
1400,"long he might be, having a case on. But it stands to reason, his time"
1400,"being valuable, that he won't be longer than he can help."""
1400,""
1400,"With those words, the clerk opened a door, and ushered me into an inner"
1400,"chamber at the back. Here, we found a gentleman with one eye, in a"
1400,"velveteen suit and knee-breeches, who wiped his nose with his sleeve on"
1400,"being interrupted in the perusal of the newspaper."
1400,""
1400,"""Go and wait outside, Mike,"" said the clerk."
1400,""
1400,"I began to say that I hoped I was not interrupting, when the clerk"
1400,"shoved this gentleman out with as little ceremony as I ever saw used,"
1400,"and tossing his fur cap out after him, left me alone."
1400,""
1400,"Mr. Jaggers's room was lighted by a skylight only, and was a most dismal"
1400,"place; the skylight, eccentrically pitched like a broken head, and the"
1400,"distorted adjoining houses looking as if they had twisted themselves to"
1400,"peep down at me through it. There were not so many papers about, as I"
1400,"should have expected to see; and there were some odd objects about, that"
1400,"I should not have expected to see,--such as an old rusty pistol, a"
1400,"sword in a scabbard, several strange-looking boxes and packages, and"
1400,"two dreadful casts on a shelf, of faces peculiarly swollen, and twitchy"
1400,"about the nose. Mr. Jaggers's own high-backed chair was of deadly black"
1400,"horsehair, with rows of brass nails round it, like a coffin; and I"
1400,"fancied I could see how he leaned back in it, and bit his forefinger at"
1400,"the clients. The room was but small, and the clients seemed to have had"
1400,"a habit of backing up against the wall; the wall, especially opposite to"
1400,"Mr. Jaggers's chair, being greasy with shoulders. I recalled, too, that"
1400,"the one-eyed gentleman had shuffled forth against the wall when I was"
1400,"the innocent cause of his being turned out."
1400,""
1400,"I sat down in the cliental chair placed over against Mr. Jaggers's"
1400,"chair, and became fascinated by the dismal atmosphere of the place. I"
1400,"called to mind that the clerk had the same air of knowing something to"
1400,"everybody else's disadvantage, as his master had. I wondered how many"
1400,"other clerks there were upstairs, and whether they all claimed to have"
1400,"the same detrimental mastery of their fellow-creatures. I wondered what"
1400,"was the history of all the odd litter about the room, and how it came"
1400,"there. I wondered whether the two swollen faces were of Mr. Jaggers's"
1400,"family, and, if he were so unfortunate as to have had a pair of such"
1400,"ill-looking relations, why he stuck them on that dusty perch for the"
1400,"blacks and flies to settle on, instead of giving them a place at home."
1400,"Of course I had no experience of a London summer day, and my spirits may"
1400,"have been oppressed by the hot exhausted air, and by the dust and grit"
1400,"that lay thick on everything. But I sat wondering and waiting in Mr."
1400,"Jaggers's close room, until I really could not bear the two casts on the"
1400,"shelf above Mr. Jaggers's chair, and got up and went out."
1400,""
1400,"When I told the clerk that I would take a turn in the air while I"
1400,"waited, he advised me to go round the corner and I should come into"
1400,"Smithfield. So I came into Smithfield; and the shameful place, being all"
1400,"asmear with filth and fat and blood and foam, seemed to stick to me. So,"
1400,"I rubbed it off with all possible speed by turning into a street where"
1400,"I saw the great black dome of Saint Paul's bulging at me from behind a"
1400,"grim stone building which a bystander said was Newgate Prison. Following"
1400,"the wall of the jail, I found the roadway covered with straw to deaden"
1400,"the noise of passing vehicles; and from this, and from the quantity of"
1400,"people standing about smelling strongly of spirits and beer, I inferred"
1400,"that the trials were on."
1400,""
1400,"While I looked about me here, an exceedingly dirty and partially drunk"
1400,"minister of justice asked me if I would like to step in and hear a"
1400,"trial or so: informing me that he could give me a front place for half a"
1400,"crown, whence I should command a full view of the Lord Chief Justice in"
1400,"his wig and robes,--mentioning that awful personage like waxwork, and"
1400,"presently offering him at the reduced price of eighteen-pence. As I"
1400,"declined the proposal on the plea of an appointment, he was so good as"
1400,"to take me into a yard and show me where the gallows was kept, and also"
1400,"where people were publicly whipped, and then he showed me the Debtors'"
1400,"Door, out of which culprits came to be hanged; heightening the interest"
1400,"of that dreadful portal by giving me to understand that ""four on 'em"""
1400,"would come out at that door the day after to-morrow at eight in the"
1400,"morning, to be killed in a row. This was horrible, and gave me a"
1400,"sickening idea of London; the more so as the Lord Chief Justice's"
1400,"proprietor wore (from his hat down to his boots and up again to his"
1400,"pocket-handkerchief inclusive) mildewed clothes which had evidently"
1400,"not belonged to him originally, and which I took it into my head he had"
1400,"bought cheap of the executioner. Under these circumstances I thought"
1400,"myself well rid of him for a shilling."
1400,""
1400,"I dropped into the office to ask if Mr. Jaggers had come in yet, and I"
1400,"found he had not, and I strolled out again. This time, I made the tour"
1400,"of Little Britain, and turned into Bartholomew Close; and now I became"
1400,"aware that other people were waiting about for Mr. Jaggers, as well"
1400,"as I. There were two men of secret appearance lounging in Bartholomew"
1400,"Close, and thoughtfully fitting their feet into the cracks of the"
1400,"pavement as they talked together, one of whom said to the other when"
1400,"they first passed me, that ""Jaggers would do it if it was to be done."""
1400,"There was a knot of three men and two women standing at a corner, and"
1400,"one of the women was crying on her dirty shawl, and the other comforted"
1400,"her by saying, as she pulled her own shawl over her shoulders, ""Jaggers"
1400,"is for him, 'Melia, and what more could you have?"" There was a red-eyed"
1400,"little Jew who came into the Close while I was loitering there, in"
1400,"company with a second little Jew whom he sent upon an errand; and"
1400,"while the messenger was gone, I remarked this Jew, who was of a highly"
1400,"excitable temperament, performing a jig of anxiety under a lamp-post and"
1400,"accompanying himself, in a kind of frenzy, with the words, ""O Jaggerth,"
1400,"Jaggerth, Jaggerth! all otherth ith Cag-Maggerth, give me Jaggerth!"""
1400,"These testimonies to the popularity of my guardian made a deep"
1400,"impression on me, and I admired and wondered more than ever."
1400,""
1400,"At length, as I was looking out at the iron gate of Bartholomew Close"
1400,"into Little Britain, I saw Mr. Jaggers coming across the road towards"
1400,"me. All the others who were waiting saw him at the same time, and there"
1400,"was quite a rush at him. Mr. Jaggers, putting a hand on my shoulder"
1400,"and walking me on at his side without saying anything to me, addressed"
1400,"himself to his followers."
1400,""
1400,"First, he took the two secret men."
1400,""
1400,"""Now, I have nothing to say to you,"" said Mr. Jaggers, throwing his"
1400,"finger at them. ""I want to know no more than I know. As to the result,"
1400,"it's a toss-up. I told you from the first it was a toss-up. Have you"
1400,"paid Wemmick?"""
1400,""
1400,"""We made the money up this morning, sir,"" said one of the men,"
1400,"submissively, while the other perused Mr. Jaggers's face."
1400,""
1400,"""I don't ask you when you made it up, or where, or whether you made it"
1400,"up at all. Has Wemmick got it?"""
1400,""
1400,"""Yes, sir,"" said both the men together."
1400,""
1400,"""Very well; then you may go. Now, I won't have it!"" said Mr Jaggers,"
1400,"waving his hand at them to put them behind him. ""If you say a word to"
1400,"me, I'll throw up the case."""
1400,""
1400,"""We thought, Mr. Jaggers--"" one of the men began, pulling off his hat."
1400,""
1400,"""That's what I told you not to do,"" said Mr. Jaggers. ""You thought! I"
1400,"think for you; that's enough for you. If I want you, I know where to"
1400,"find you; I don't want you to find me. Now I won't have it. I won't hear"
1400,"a word."""
1400,""
1400,"The two men looked at one another as Mr. Jaggers waved them behind"
1400,"again, and humbly fell back and were heard no more."
1400,""
1400,"""And now you!"" said Mr. Jaggers, suddenly stopping, and turning on"
1400,"the two women with the shawls, from whom the three men had meekly"
1400,"separated,--""Oh! Amelia, is it?"""
1400,""
1400,"""Yes, Mr. Jaggers."""
1400,""
1400,"""And do you remember,"" retorted Mr. Jaggers, ""that but for me you"
1400,"wouldn't be here and couldn't be here?"""
1400,""
1400,"""O yes, sir!"" exclaimed both women together. ""Lord bless you, sir, well"
1400,"we knows that!"""
1400,""
1400,"""Then why,"" said Mr. Jaggers, ""do you come here?"""
1400,""
1400,"""My Bill, sir!"" the crying woman pleaded."
1400,""
1400,"""Now, I tell you what!"" said Mr. Jaggers. ""Once for all. If you don't"
1400,"know that your Bill's in good hands, I know it. And if you come here"
1400,"bothering about your Bill, I'll make an example of both your Bill and"
1400,"you, and let him slip through my fingers. Have you paid Wemmick?"""
1400,""
1400,"""O yes, sir! Every farden."""
1400,""
1400,"""Very well. Then you have done all you have got to do. Say another"
1400,"word--one single word--and Wemmick shall give you your money back."""
1400,""
1400,"This terrible threat caused the two women to fall off immediately."
1400,"No one remained now but the excitable Jew, who had already raised the"
1400,"skirts of Mr. Jaggers's coat to his lips several times."
1400,""
1400,"""I don't know this man!"" said Mr. Jaggers, in the same devastating"
1400,"strain: ""What does this fellow want?"""
1400,""
1400,"""Ma thear Mithter Jaggerth. Hown brother to Habraham Latharuth?"""
1400,""
1400,"""Who's he?"" said Mr. Jaggers. ""Let go of my coat."""
1400,""
1400,"The suitor, kissing the hem of the garment again before relinquishing"
1400,"it, replied, ""Habraham Latharuth, on thuthpithion of plate."""
1400,""
1400,"""You're too late,"" said Mr. Jaggers. ""I am over the way."""
1400,""
1400,"""Holy father, Mithter Jaggerth!"" cried my excitable acquaintance,"
1400,"turning white, ""don't thay you're again Habraham Latharuth!"""
1400,""
1400,"""I am,"" said Mr. Jaggers, ""and there's an end of it. Get out of the"
1400,"way."""
1400,""
1400,"""Mithter Jaggerth! Half a moment! My hown cuthen'th gone to Mithter"
1400,"Wemmick at thith prethent minute, to hoffer him hany termth. Mithter"
1400,"Jaggerth! Half a quarter of a moment! If you'd have the condethenthun to"
1400,"be bought off from the t'other thide--at hany thuperior prithe!--money"
1400,"no object!--Mithter Jaggerth--Mithter--!"""
1400,""
1400,"My guardian threw his supplicant off with supreme indifference, and"
1400,"left him dancing on the pavement as if it were red hot. Without further"
1400,"interruption, we reached the front office, where we found the clerk and"
1400,"the man in velveteen with the fur cap."
1400,""
1400,"""Here's Mike,"" said the clerk, getting down from his stool, and"
1400,"approaching Mr. Jaggers confidentially."
1400,""
1400,"""Oh!"" said Mr. Jaggers, turning to the man, who was pulling a lock of"
1400,"hair in the middle of his forehead, like the Bull in Cock Robin pulling"
1400,"at the bell-rope; ""your man comes on this afternoon. Well?"""
1400,""
1400,"""Well, Mas'r Jaggers,"" returned Mike, in the voice of a sufferer from a"
1400,"constitutional cold; ""arter a deal o' trouble, I've found one, sir, as"
1400,"might do."""
1400,""
1400,"""What is he prepared to swear?"""
1400,""
1400,"""Well, Mas'r Jaggers,"" said Mike, wiping his nose on his fur cap this"
1400,"time; ""in a general way, anythink."""
1400,""
1400,"Mr. Jaggers suddenly became most irate. ""Now, I warned you before,"" said"
1400,"he, throwing his forefinger at the terrified client, ""that if you ever"
1400,"presumed to talk in that way here, I'd make an example of you. You"
1400,"infernal scoundrel, how dare you tell ME that?"""
1400,""
1400,"The client looked scared, but bewildered too, as if he were unconscious"
1400,"what he had done."
1400,""
1400,"""Spooney!"" said the clerk, in a low voice, giving him a stir with his"
1400,"elbow. ""Soft Head! Need you say it face to face?"""
1400,""
1400,"""Now, I ask you, you blundering booby,"" said my guardian, very sternly,"
1400,"""once more and for the last time, what the man you have brought here is"
1400,"prepared to swear?"""
1400,""
1400,"Mike looked hard at my guardian, as if he were trying to learn a lesson"
1400,"from his face, and slowly replied, ""Ayther to character, or to having"
1400,"been in his company and never left him all the night in question."""
1400,""
1400,"""Now, be careful. In what station of life is this man?"""
1400,""
1400,"Mike looked at his cap, and looked at the floor, and looked at the"
1400,"ceiling, and looked at the clerk, and even looked at me, before"
1400,"beginning to reply in a nervous manner, ""We've dressed him up like--"""
1400,"when my guardian blustered out,--"
1400,""
1400,"""What? You WILL, will you?"""
1400,""
1400,"(""Spooney!"" added the clerk again, with another stir.)"
1400,""
1400,"After some helpless casting about, Mike brightened and began again:--"
1400,""
1400,"""He is dressed like a 'spectable pieman. A sort of a pastry-cook."""
1400,""
1400,"""Is he here?"" asked my guardian."
1400,""
1400,"""I left him,"" said Mike, ""a setting on some doorsteps round the corner."""
1400,""
1400,"""Take him past that window, and let me see him."""
1400,""
1400,"The window indicated was the office window. We all three went to"
1400,"it, behind the wire blind, and presently saw the client go by in an"
1400,"accidental manner, with a murderous-looking tall individual, in a short"
1400,"suit of white linen and a paper cap. This guileless confectioner was not"
1400,"by any means sober, and had a black eye in the green stage of recovery,"
1400,"which was painted over."
1400,""
1400,"""Tell him to take his witness away directly,"" said my guardian to the"
1400,"clerk, in extreme disgust, ""and ask him what he means by bringing such a"
1400,"fellow as that."""
1400,""
1400,"My guardian then took me into his own room, and while he lunched,"
1400,"standing, from a sandwich-box and a pocket-flask of sherry (he seemed to"
1400,"bully his very sandwich as he ate it), informed me what arrangements he"
1400,"had made for me. I was to go to ""Barnard's Inn,"" to young Mr. Pocket's"
1400,"rooms, where a bed had been sent in for my accommodation; I was to"
1400,"remain with young Mr. Pocket until Monday; on Monday I was to go with"
1400,"him to his father's house on a visit, that I might try how I liked it."
1400,"Also, I was told what my allowance was to be,--it was a very liberal"
1400,"one,--and had handed to me from one of my guardian's drawers, the cards"
1400,"of certain tradesmen with whom I was to deal for all kinds of clothes,"
1400,"and such other things as I could in reason want. ""You will find your"
1400,"credit good, Mr. Pip,"" said my guardian, whose flask of sherry smelt"
1400,"like a whole caskful, as he hastily refreshed himself, ""but I shall by"
1400,"this means be able to check your bills, and to pull you up if I find you"
1400,"outrunning the constable. Of course you'll go wrong somehow, but that's"
1400,"no fault of mine."""
1400,""
1400,"After I had pondered a little over this encouraging sentiment, I asked"
1400,"Mr. Jaggers if I could send for a coach? He said it was not worth while,"
1400,"I was so near my destination; Wemmick should walk round with me, if I"
1400,"pleased."
1400,""
1400,"I then found that Wemmick was the clerk in the next room. Another clerk"
1400,"was rung down from upstairs to take his place while he was out, and I"
1400,"accompanied him into the street, after shaking hands with my guardian."
1400,"We found a new set of people lingering outside, but Wemmick made a way"
1400,"among them by saying coolly yet decisively, ""I tell you it's no use; he"
1400,"won't have a word to say to one of you;"" and we soon got clear of them,"
1400,"and went on side by side."
1400,""
1400,""
1400,""
1400,""
1400,"Chapter XXI"
1400,""
1400,"Casting my eyes on Mr. Wemmick as we went along, to see what he was"
1400,"like in the light of day, I found him to be a dry man, rather short in"
1400,"stature, with a square wooden face, whose expression seemed to have been"
1400,"imperfectly chipped out with a dull-edged chisel. There were some marks"
1400,"in it that might have been dimples, if the material had been softer and"
1400,"the instrument finer, but which, as it was, were only dints. The chisel"
1400,"had made three or four of these attempts at embellishment over his nose,"
1400,"but had given them up without an effort to smooth them off. I judged him"
1400,"to be a bachelor from the frayed condition of his linen, and he appeared"
1400,"to have sustained a good many bereavements; for he wore at least four"
1400,"mourning rings, besides a brooch representing a lady and a weeping"
1400,"willow at a tomb with an urn on it. I noticed, too, that several rings"
1400,"and seals hung at his watch-chain, as if he were quite laden with"
1400,"remembrances of departed friends. He had glittering eyes,--small, keen,"
1400,"and black,--and thin wide mottled lips. He had had them, to the best of"
1400,"my belief, from forty to fifty years."
1400,""
1400,"""So you were never in London before?"" said Mr. Wemmick to me."
1400,""
1400,"""No,"" said I."
1400,""
1400,"""I was new here once,"" said Mr. Wemmick. ""Rum to think of now!"""
1400,""
1400,"""You are well acquainted with it now?"""
1400,""
1400,"""Why, yes,"" said Mr. Wemmick. ""I know the moves of it."""
1400,""
1400,"""Is it a very wicked place?"" I asked, more for the sake of saying"
1400,"something than for information."
1400,""
1400,"""You may get cheated, robbed, and murdered in London. But there are"
1400,"plenty of people anywhere, who'll do that for you."""
1400,""
1400,"""If there is bad blood between you and them,"" said I, to soften it off a"
1400,"little."
1400,""
1400,"""O! I don't know about bad blood,"" returned Mr. Wemmick; ""there's not"
1400,"much bad blood about. They'll do it, if there's anything to be got by"
1400,"it."""
1400,""
1400,"""That makes it worse."""
1400,""
1400,"""You think so?"" returned Mr. Wemmick. ""Much about the same, I should"
1400,"say."""
1400,""
1400,"He wore his hat on the back of his head, and looked straight before him:"
1400,"walking in a self-contained way as if there were nothing in the streets"
1400,"to claim his attention. His mouth was such a post-office of a mouth"
1400,"that he had a mechanical appearance of smiling. We had got to the top of"
1400,"Holborn Hill before I knew that it was merely a mechanical appearance,"
1400,"and that he was not smiling at all."
1400,""
1400,"""Do you know where Mr. Matthew Pocket lives?"" I asked Mr. Wemmick."
1400,""
1400,"""Yes,"" said he, nodding in the direction. ""At Hammersmith, west of"
1400,"London."""
1400,""
1400,"""Is that far?"""
1400,""
1400,"""Well! Say five miles."""
1400,""
1400,"""Do you know him?"""
1400,""
1400,"""Why, you're a regular cross-examiner!"" said Mr. Wemmick, looking at me"
1400,"with an approving air. ""Yes, I know him. I know him!"""
1400,""
1400,"There was an air of toleration or depreciation about his utterance of"
1400,"these words that rather depressed me; and I was still looking sideways"
1400,"at his block of a face in search of any encouraging note to the text,"
1400,"when he said here we were at Barnard's Inn. My depression was not"
1400,"alleviated by the announcement, for, I had supposed that establishment"
1400,"to be an hotel kept by Mr. Barnard, to which the Blue Boar in our town"
1400,"was a mere public-house. Whereas I now found Barnard to be a disembodied"
1400,"spirit, or a fiction, and his inn the dingiest collection of shabby"
